Address;Living_space;Num_of_rooms;Renovation;Price;Total_area;Kitchen_area;Floor;Appliances_1;Appliances_2;Appliances_3;Appliances_4;Appliances_5;Appliances_6;Appliances_7;Appliances_8;Appliances_9;Appliances_10;Balcony_1;Balcony_2;Furniture_1;Furniture_2;Furniture_3;Internet_tv_1;Internet_tv_2;Bathroom_1;Bathroom_2;Utilities_1;Room_type_1;Room_type_2;Studio;Floors_in_b
Республика Татарстан, Казань, Тэцевская ул., 4В;18.0;1;2;25000;38.0;12.0;3;0;1;1;1;0;0;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;16
Республика Татарстан, Казань, ул. Аделя Кутуя, 110Дк2;;1;3;28000;38.0;12.0;21;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;22
Республика Татарстан, Казань, пр-т Ибрагимова, 61;;2;2;20000;45.0;45.0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;9
Республика Татарстан, Казань, Комсомольская ул., 2;;1;2;24000;36.5;8.0;11;0;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;23
Республика Татарстан, Казань, ул. Николая Ершова, 62Г;;1;1;16000;36.4;9.4;10;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;10
Республика Татарстан, Казань, Вахитовский район, ул. Чехова, 6Г;;2;3;35000;60.0;15.0;10;1;1;0;0;0;0;1;1;1;1;1;1;0;0;0;1;1;0;0;0;1;0;0;12
Республика Татарстан, Казань, Вахитовский район, ул. Толстого, 14А;;3;3;60000;130.0;18.0;12;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;20
Республика Татарстан, Казань, ул. Гудованцева, 47;;1;1;15000;18.0;18.0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
Республика Татарстан, Казань, ул. Сабира Ахтямова, 1к1;;2;3;32000;60.0;26.0;11;0;1;0;0;0;0;0;1;1;1;0;1;1;1;1;0;0;0;1;0;1;1;0;17
Республика Татарстан, Казань, ул. Хади Такташа, 119;;2;2;25000;62.8;12.0;13;0;1;0;1;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;17
Республика Татарстан, Казань, ул. Аделя Кутуя, 110Дк2;;1;3;20000;38.4;8.0;22;0;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;24
Республика Татарстан, Казань, ул. Восстания, 82Б;;1;2;18000;30.0;;22;0;1;0;1;0;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;1;24
Республика Татарстан, Казань, пр-т Ямашева, 31Б;;2;1;18000;46.1;9.0;3;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;1;0;0;5
Республика Татарстан, Казань, ул. Вишневского, 59Ак1;25.0;1;2;29999;52.0;;12;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;20
Республика Татарстан, Казань, ул. Солидарности, 18;;2;1;18000;37.0;5.0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
Республика Татарстан, Казань, Чистопольская ул., 86/10;;1;3;25000;47.8;8.0;5;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;22
Республика Татарстан, Казань, ул. Зинина, 18/34;;1;3;33000;45.0;8.0;4;0;1;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;7
Республика Татарстан, Казань, Детский пр., 6;18.0;1;2;16000;32.0;;3;0;1;0;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;0;1;19
Республика Татарстан, Казань, Советский район, микрорайон Азино-1, ул. Закиева, 11;15.0;1;1;19000;34.0;9.0;9;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;0;1;0;0;0;0;0;10
Республика Татарстан, Казань, ул. Виктора Сажинова, 3;;1;1;15000;38.0;10.0;6;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;19
Республика Татарстан, Казань, ул. Фатыха Амирхана, 21;48.0;2;2;27999;61.0;8.0;6;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;13
Республика Татарстан, Казань, Агрономическая ул., 4;27.6;2;2;18000;50.5;7.7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;9
Республика Татарстан, Казань, ул. Академика Лаврентьева, 28;38.0;3;1;25000;62.0;14.0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;9
Республика Татарстан, Казань, Чистопольская ул., 86/10;70.0;2;3;130000;110.0;30.0;8;0;1;0;1;1;0;1;1;1;1;0;0;1;1;1;0;1;0;1;0;1;1;0;17
Республика Татарстан, Казань, ул. Родины, 24В;20.0;1;1;25999;48.0;17.0;10;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;19
Республика Татарстан, Казань, ул. Фикрята Табеева, 3;22.0;1;2;20000;42.0;10.0;8;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;10
Республика Татарстан, Казань, ул. Нариманова, 45;;1;2;14000;12.2;;9;0;1;0;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;0;1;9
Республика Татарстан, Казань, Оренбургский тракт, 8Д;;3;3;60000;80.0;10.0;5;0;1;0;0;1;0;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;1;0;23
Республика Татарстан, Казань, ул. Декабристов, 180;;2;1;23000;51.0;10.0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;5
Республика Татарстан, Казань, ул. Наиля Юсупова, 13;;3;2;15000;81.4;11.0;12;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;1;0;0;18
Республика Татарстан, Казань, ул. Нурсултана Назарбаева, 35к1;30.0;2;3;24999;46.0;6.0;5;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;5
Республика Татарстан, Казань, ул. Разведчика Ахмерова, 5;;2;2;28000;54.0;15.0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;10
Республика Татарстан, Казань, ул. Сибгата Хакима, 7;;1;2;30000;30.0;8.0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15
Республика Татарстан, Казань, Краснококшайская ул., 84;25.0;2;3;30000;45.0;15.0;6;0;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;17
Республика Татарстан, Казань, ул. Зур Урам, 1Кк5;18.0;1;2;24999;34.0;8.0;8;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10
Республика Татарстан, Казань, ул. Зур Урам, 1К;;2;2;40000;60.0;12.0;4;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;18
Республика Татарстан, Казань, ул. Дементьева, 5Б;;3;1;20000;70.0;10.0;5;0;1;0;0;0;0;1;1;1;1;0;1;0;1;1;0;0;1;0;0;1;0;0;10
Республика Татарстан, Казань, пр. Юнуса Ахметзянова, 3А;;2;3;40000;45.0;8.0;16;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;0;0;19
Республика Татарстан, Казань, ул. Генерала Махмута Гареева, 5Б;18.0;1;1;10000;38.0;16.0;6;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;10
Республика Татарстан, Казань, ул. Декабристов, 10;47.0;3;1;25000;64.0;9.0;12;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;1;0;14
Республика Татарстан, Казань, пр-т Победы, 139к2;;3;2;29000;110.0;15.0;18;0;1;0;0;0;0;0;1;1;1;1;0;1;1;1;0;0;0;1;0;1;0;0;24
Республика Татарстан, Казань, пр-т Победы, 46А;;3;2;40000;120.0;15.0;16;0;1;0;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;0;0;1;0;0;20
Республика Татарстан, Казань, ул. Чишмяле, 11;;1;1;18000;37.0;24.0;1;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;10
Республика Татарстан, Казань, ул. Бехтерева, 9А;30.0;2;3;33999;65.0;10.0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;8
Республика Татарстан, Казань, ул. Сибгата Хакима, 5А;;1;2;30000;55.0;15.0;4;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;11
Республика Татарстан, Казань, ул. Космонавтов, 61В;;1;2;17000;35.0;;15;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;1;19
Республика Татарстан, Казань, Тэцевская ул., 4А;18.0;1;2;15000;34.0;6.0;11;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;12
Республика Татарстан, Казань, Чистопольская ул., 36;82.0;3;2;50000;104.3;14.2;9;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;0;1;0;0;1;0;0;16
Республика Татарстан, Казань, ул. Аметьевская Магистраль, 18к3;32.0;2;3;45000;55.0;15.0;17;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;1;0;24
Республика Татарстан, Казань, Петербургская ул., 64;;2;3;60000;67.0;25.0;10;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;20
Республика Татарстан, Казань, ул. Наиля Юсупова, 6;22.0;1;1;12000;40.0;10.0;3;0;1;1;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0;0;18
Республика Татарстан, Казань, Поперечно-Азинская ул., 68;;2;2;52000;75.0;10.0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
Республика Татарстан, Казань, ул. Маршала Чуйкова, 53;;1;1;15000;34.0;4.0;4;0;0;0;0;0;0;1;1;0;1;0;0;1;1;1;0;1;0;1;0;0;0;0;9
Республика Татарстан, Казань, пр-т Альберта Камалеева, 34А;;2;3;38000;55.0;10.0;13;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;1;0;18
Республика Татарстан, Казань, Вахитовский район, ул. Татарстан, 14/59;96.0;3;2;120000;110.0;14.0;5;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;8
Республика Татарстан, Казань, ул. Братьев Касимовых, 35;;1;2;25000;35.1;8.0;8;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;24
Республика Татарстан, Казань, ул. Джаудата Файзи, 10А;20.0;1;1;18000;32.0;7.0;1;0;0;0;0;0;0;1;1;1;1;0;0;1;1;1;0;0;1;0;0;0;0;0;9
Республика Татарстан, Казань, Вахитовский район, жилой массив Калуга, Центральная ул., 35;45.0;2;1;20000;55.0;10.0;1;0;0;0;0;0;0;1;1;0;1;0;0;1;1;1;1;1;1;0;0;1;0;0;5
Республика Татарстан, Казань, Федосеевская ул., 38;80.0;2;3;150000;110.0;23.0;6;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;0;8
Республика Татарстан, Казань, ул. Чингиза Айтматова, 9;;3;2;35000;89.0;8.0;4;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;1;0;1;0;0;18
Республика Татарстан, Казань, ул. Галиаскара Камала, 47;29.0;2;1;18500;45.6;7.2;1;0;1;1;0;0;0;0;1;1;0;1;0;1;1;1;1;0;0;1;0;1;0;0;5
Республика Татарстан, Казань, Тэцевская ул., 4Б;;1;1;17000;38.0;11.0;5;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;0;0;12
Республика Татарстан, Казань, Научный городок, 1;28.0;2;1;12000;43.0;9.0;3;0;0;0;0;0;0;0;1;1;1;1;0;1;1;1;0;0;0;1;0;1;1;0;5
Республика Татарстан, Казань, пр. Яраткан, 6/15;;1;2;22000;30.0;12.0;8;0;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;9
Республика Татарстан, Казань, ул. Баки Урманче, 7;;3;2;27000;86.0;10.0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;9
Республика Татарстан, Казань, ул. Аделя Кутуя, 110Дк3;;2;3;28000;65.0;15.0;19;0;1;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;1;0;0;24
Республика Татарстан, Казань, ул. Нурсултана Назарбаева, 35к1;;1;1;18000;18.0;7.0;3;0;1;1;0;1;0;1;0;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;6
Республика Татарстан, Казань, ул. Александра Курынова, 6к2;;2;2;19000;50.0;10.0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;14
Республика Татарстан, Казань, ул. Адоратского, 1А;;2;3;40000;70.0;8.0;16;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;0;0;1;0;0;19
Республика Татарстан, Казань, ул. Академика Губкина, 30В;;2;2;22000;70.0;10.0;2;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;9
Республика Татарстан, Казань, Чистопольская ул., 32;58.0;2;2;26999;72.0;7.0;5;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;5
Республика Татарстан, Казань, ул. Академика Сахарова, 1;;2;1;22000;51.0;10.0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;9
Республика Татарстан, Казань, Чистопольская ул., 79;12.0;1;2;22000;45.0;10.0;4;0;1;0;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;7
Республика Татарстан, Казань, ул. Николая Ершова, 66В;;1;2;28000;38.0;12.0;6;0;1;0;1;1;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;11
Республика Татарстан, Казань, ул. Хусаина Мавлютова, 42;;3;2;35000;86.0;18.0;13;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;1;0;0;1;0;0;16
Республика Татарстан, Казань, ул. Гаврилова, 22;24.5;1;1;20000;36.0;8.0;6;0;1;0;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;9
Республика Татарстан, Казань, ул. Космонавтов, 12;;3;1;25000;62.3;16.0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5
Республика Татарстан, Казань, пр-т Ямашева, 20;38.0;2;1;20000;50.0;12.0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;3
Республика Татарстан, Казань, ул. Академика Завойского, 7;65.0;2;1;23000;79.0;13.0;5;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;9
Республика Татарстан, Казань, ул. Аделя Кутуя, 44А;;1;0;17000;40.0;15.0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14
Республика Татарстан, Казань, ул. Зур Урам, 1Кк4;18.0;1;2;21000;40.0;11.0;9;0;1;1;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;18
Республика Татарстан, Казань, ул. Адоратского, 4;;2;2;35000;64.0;20.0;4;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;14
Республика Татарстан, Казань, Сибирский тракт, 23Б;;2;1;20000;45.0;10.0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5
Республика Татарстан, Казань, ул. Бондаренко, 34;40.0;2;3;60000;70.0;20.0;4;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;17
Республика Татарстан, Казань, ул. Фикрята Табеева, 3;25.0;1;2;22000;36.0;8.0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;10
Республика Татарстан, Казань, Советский район, посёлок Дербышки, ул. Правды, 4А;18.0;1;1;10000;30.0;6.0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;5
Республика Татарстан, Казань, Приволжский район, микрорайон Горки-3, Дубравная ул., 31;;3;1;25000;65.0;10.0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
Республика Татарстан, Казань, ул. Аделя Кутуя, 110;32.0;2;1;39000;62.0;20.0;5;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;10
Республика Татарстан, Казань, Беломорская ул., 81;18.0;1;1;14000;24.0;4.0;4;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;5
Республика Татарстан, Казань, ул. Хусаина Мавлютова, 9;;2;2;25000;50.0;33.0;3;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;1;1;0;0;0;1;0;0;10
Республика Татарстан, Казань, ул. Мулланура Вахитова, 5к3;20.0;1;2;13900;25.0;;1;0;1;0;0;0;0;1;1;1;1;0;1;0;0;1;1;1;1;0;0;0;0;1;14
Республика Татарстан, Казань, ул. Алексея Козина, 2;;2;2;45000;49.0;10.0;3;0;1;0;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;20
Республика Татарстан, Казань, пр-т Победы, 139к2;;1;2;20000;45.0;10.0;7;0;1;1;1;1;0;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;18
Республика Татарстан, Казань, Чистопольская ул., 61Д;20.0;1;2;29999;51.0;10.0;16;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;25
Республика Татарстан, Казань, ул. Родины, 26Г;11.1;1;2;23000;29.8;;19;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;1;24
Республика Татарстан, Казань, ул. Лядова, 9;;2;1;14000;52.0;10.0;3;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;0;0;1;0;0;1;0;0;5
Республика Татарстан, Казань, пр-т Ямашева, 104к1;30.0;2;1;20000;55.0;8.0;4;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;0;0;1;0;0;1;0;0;9
Республика Татарстан, Казань, Ново-Савиновский район, Меридианная ул., 7;;1;2;23000;34.0;8.0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
Республика Татарстан, Казань, ул. Профессора Камая, 8А;;1;1;20000;43.0;10.0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17
Республика Татарстан, Казань, ул. Декабристов, 178А;40.0;3;2;24999;64.0;14.0;6;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;9
Республика Татарстан, Казань, ул. Братьев Касимовых, 36;;1;1;17000;28.0;9.0;5;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;9
Республика Татарстан, Казань, ул. Рихарда Зорге, 93А;;2;1;17000;52.0;9.0;6;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;0;0;9
Республика Татарстан, Казань, ул. Декабристов, 89В;18.0;1;2;20000;36.0;9.0;8;0;1;0;1;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;17
Республика Татарстан, Казань, Петербургская ул., 65А;;2;3;45000;88.0;20.0;5;0;1;0;1;1;0;1;1;1;1;0;0;1;1;1;1;1;0;1;0;1;0;0;17
Республика Татарстан, Казань, пр-т Ильгама Шакирова, 15/6;;1;1;10000;37.0;10.0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18
Республика Татарстан, Казань, ул. Качалова, 84;15.0;1;1;16000;20.0;3.0;4;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;5
Республика Татарстан, Казань, ул. Рихарда Зорге, 4;30.0;2;2;23000;46.0;6.0;3;0;1;0;0;0;0;0;0;1;1;1;0;1;1;1;0;0;0;1;0;0;1;0;5
Республика Татарстан, Казань, Приволжский район, микрорайон Горки-3, Дубравная ул., 10;21.0;1;2;25000;45.0;9.0;3;0;1;1;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;16
Республика Татарстан, Казань, ул. Хасана Туфана, 28А;33.0;2;2;30000;42.0;9.0;2;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;0;0;3
Республика Татарстан, Казань, ул. Мусина, 1;78.0;2;3;165000;120.0;25.0;11;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;22
Республика Татарстан, Казань, ул. Вишневского, 59Ак1;36.0;2;3;45000;63.0;11.0;17;0;1;0;1;1;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;0;0;20
Республика Татарстан, Казань, ул. Фикрята Табеева, 3;;2;2;26000;65.0;14.0;10;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;10
Республика Татарстан, Казань, 2-я Юго-Западная ул., 39;;2;3;25000;45.0;15.0;23;0;1;0;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;1;0;24
Республика Татарстан, Казань, пр-т Победы, 78;;1;1;22000;46.0;;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18
Республика Татарстан, Казань, ул. Лесгафта, 3;38.0;2;1;38000;75.0;12.0;6;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;6
Республика Татарстан, Казань, пр. Яраткан, 6/15;;2;1;20000;48.3;9.0;3;0;1;0;0;0;0;0;1;1;1;1;0;1;1;1;0;0;1;0;0;1;0;0;9
Республика Татарстан, Казань, пр-т Победы, 139к1;19.0;1;2;20000;40.0;12.0;7;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;16
Республика Татарстан, Казань, ул. Кул Гали, 10;10.5;1;2;15000;13.5;3.0;5;0;1;0;0;0;0;1;1;1;1;0;0;1;1;1;0;0;0;1;0;0;0;0;9
Республика Татарстан, Казань, Чистопольская ул., 88;27.0;2;3;60000;45.0;12.0;14;0;1;1;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;0;0;1;1;0;22
Республика Татарстан, Казань, Гвардейская ул., 40;18.0;1;1;15000;33.0;7.0;2;0;1;0;0;0;0;0;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;5
Республика Татарстан, Казань, ул. Декабристов, 105;23.0;1;2;17000;33.0;6.0;4;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;5
Республика Татарстан, Казань, ул. Шаляпина, 12;;1;2;28000;56.0;14.0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
Республика Татарстан, Казань, ул. Лобачевского, 6;36.0;1;2;24000;40.0;;1;0;1;1;1;1;0;1;1;1;1;0;0;1;1;1;0;1;0;1;0;0;0;1;4
Республика Татарстан, Казань, ул. Галимджана Баруди, 18;;1;2;18000;42.0;8.0;3;0;1;0;1;0;0;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;0;0;9
Республика Татарстан, Казань, Спартаковская ул., 121;14.0;1;1;24999;32.0;6.0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5
