,Living_space,Num_of_rooms,Renovation,Total_area,Kitchen_area,Floor,Appliances_2,Appliances_3,Appliances_4,Appliances_5,Appliances_7,Appliances_8,Appliances_9,Appliances_10,Balcony_1,Balcony_2,Furniture_1,Furniture_2,Furniture_3,Internet_tv_1,Internet_tv_2,Bathroom_1,Bathroom_2,Utilities_1,Room_type_1,Room_type_2,Studio,Floors_in_b,district_1,district_2,district_3,district_4,district_5,district_6,district_7,1st_floor,Metro_d,Center_d
134,23.63603896932107,1,2,45.0,12.0,2,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,9,0,0,1,0,0,0,0,0,0.4019523313519671,2.201803436224803
135,7.0,1,2,38.0,12.0,3,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,18,0,0,0,0,0,1,0,0,13.52922445421418,17.46400324440145
136,11.0,1,1,15.0,15.655997160541794,2,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,5,0,0,0,1,0,0,0,0,2.0487352365257374,5.76824039248873
137,17.0,1,2,37.0,10.0,5,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,10,0,0,1,0,0,0,0,0,1.9896437497825568,8.793272954642324
138,40.0,2,3,83.6,20.0,5,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,9,0,1,0,0,0,0,0,0,1.0985173348568953,1.267971868639904
139,19.0,1,1,34.0,8.0,4,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,10,0,0,1,0,0,0,0,0,1.9857629410004123,8.444507119247039
140,15.252878956703393,1,3,31.9,8.0,9,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,9,1,0,0,0,0,0,0,0,0.5079652929293718,5.718210298901577
141,44.68102458379503,2,1,60.0,10.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,1,0,0,0,0,0,0.4354864671585769,7.921439789557364
142,20.0,1,2,35.0,10.0,6,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,19,0,0,1,0,0,0,0,0,7.160755286832433,12.87349724569656
143,16.09157958457085,1,2,31.5,6.0,4,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,4.20424357841626,4.3812041238875405
144,27.0,1,2,30.0,8.0,10,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,21,1,0,0,0,0,0,0,0,2.281799896726774,4.563606458880524
145,35.0,1,3,50.0,6.0,9,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,9,1,0,0,0,0,0,0,0,2.6735126357512238,3.467003575907677
146,18.28190082276673,1,1,36.0,10.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,3.0958107311453045,6.7977154989971815
147,33.0,2,1,60.0,10.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,10,1,0,0,0,0,0,0,0,4.882096244108757,5.514594593755141
148,18.658371598729147,1,2,38.3,8.0,11,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,17,0,0,0,0,1,0,0,0,0.7187196912081669,4.09043544010903
149,18.446866018697847,1,1,32.5,7.0,4,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,9,0,1,0,0,0,0,0,0,1.2001907018436466,1.2056527553065335
150,18.0,1,1,35.0,10.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,3.848853158732506,8.66475208873202
151,25.72413586585037,1,2,46.0,10.0,14,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,5.664140822945935,7.599329383524247
152,40.0,2,3,63.0,11.0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,20,0,0,0,1,0,0,0,0,2.394310122808491,3.0312570856133956
153,19.0,1,1,35.0,7.0,9,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,9,1,0,0,0,0,0,0,0,2.8091684741802485,7.262676732720768
154,19.502404674226224,1,1,36.9,9.0,4,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,10,0,0,0,1,0,0,0,0,0.9959663885182248,4.00943711273495
155,18.0,1,1,35.0,9.0,5,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,18,0,0,0,0,0,1,0,0,11.59520117393331,15.422691021090086
156,40.0,2,3,67.0,17.0,10,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,20,0,0,0,1,0,0,0,0,2.394310122808491,3.0312570856133956
157,32.0,2,2,50.0,12.0,15,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,25,0,0,0,0,0,1,0,0,0.6550155657202583,4.592724791244717
158,22.61538462618568,1,1,38.0,10.0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,19,0,0,1,0,0,0,0,0,1.290637493459033,2.890521140408736
159,18.0,1,1,35.0,8.0,10,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,15,0,0,0,0,0,1,0,0,13.152068334198102,17.17454637949428
160,20.0,1,3,40.0,12.0,9,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,12,1,0,0,0,0,0,0,0,3.5636656321454105,6.05504310582332
161,25.2797670628082,1,2,43.0,9.0,5,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,2.54823526979079,4.108030552021887
162,24.0,1,1,50.0,12.0,10,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,14,0,0,0,1,0,0,0,0,4.620387988737974,6.422326351172404
163,34.966120830699,2,3,50.0,10.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,1,0,0,0,0,0,0,0,0.3067720420200457,5.347041334013362
164,18.0,1,1,28.0,5.0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,1,1.1990139437120595,5.711369606705806
165,18.0,1,3,34.0,7.547735696807685,2,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,10,1,0,0,0,0,0,0,0,3.5636656321454105,6.05504310582332
166,26.0,2,2,42.0,12.0,3,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,5,0,0,0,0,0,1,0,0,3.3736548491195375,7.1436170783072725
167,30.0,1,1,49.0,12.0,8,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,10,0,0,1,0,0,0,0,0,3.0186771701921415,7.032127922036251
168,35.0,2,2,67.0,14.0,8,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,9,0,0,0,0,0,1,0,0,0.8690390162003562,4.177905367612401
169,8.48882987763674,1,1,14.0,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,1,1.6690598804441865,5.990078698674302
170,20.0,1,2,43.0,14.0,5,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,12,1,0,0,0,0,0,0,0,2.64810356418634,4.1115613110433795
171,38.08757407262631,2,2,56.0,8.0,2,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,5,0,0,0,0,1,0,0,0,0.2487930121796109,5.190933261258651
172,38.0,2,3,62.0,16.0,2,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,10,0,0,0,0,0,1,0,0,0.7599355829089853,4.031278143896955
173,26.977779749558575,1,1,39.1,10.0,5,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,10,0,0,1,0,0,0,0,0,0.5024538298711135,5.5870616666580375
174,18.283711433184575,1,2,31.6,8.0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,5,1,0,0,0,0,0,0,1,4.137588518345953,4.718534927463835
175,19.6,1,1,38.0,9.2,9,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,9,1,0,0,0,0,0,0,0,2.503572973281388,6.815429414654853
176,30.0,3,1,57.2,8.0,2,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,5,0,0,0,0,1,0,0,0,0.6081068487638412,5.532976262270971
177,52.650114295274975,2,3,75.0,12.0,17,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,22,0,0,0,1,0,0,0,0,3.3533350094557965,4.04232236468124
178,22.0,1,2,38.0,10.0,7,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,9,1,0,0,0,0,0,0,0,1.762713879194368,7.152147255524587
179,29.681449640817707,2,1,47.0,6.0,2,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,5,1,0,0,0,0,0,0,0,0.8737958466622416,4.42554603508818
180,42.0,2,3,79.0,14.0,2,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0.4213572539386447,1.218261775654248
181,16.821782178217823,1,2,17.0,6.169014084507041,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,10,0,0,0,1,0,0,0,1,1.0687281056512128,3.5957411822001912
182,15.0,1,1,36.0,10.0,2,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,3.1317926948305113,7.943575813811987
183,18.666666666666668,1,1,33.0,8.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,2.0644363531772885,2.0698291559673
184,38.966647176742974,2,2,60.0,13.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,6,0,1,0,0,0,0,0,0,0.16896299347896135,0.179631517556692
185,45.0,2,3,70.0,15.0,5,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,26,0,1,0,0,0,0,0,0,0.5752200882872156,0.6502623243331352
186,42.0,2,2,64.0,14.0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0.6644574887500071,3.3595268087310224
187,14.0,1,1,20.0,6.976973740606182,2,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,5,0,1,0,0,0,0,0,0,2.200560644591118,2.211412518861179
188,17.0,1,2,30.0,6.0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,9,0,0,0,0,0,0,1,1,4.737104958966277,9.495070592204735
189,18.0,1,3,40.0,10.0,3,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,17,1,0,0,0,0,0,0,0,3.5636656321454105,6.05504310582332
190,37.97422613312183,1,2,58.0,10.0,8,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0.7187196912081669,4.09043544010903
191,14.811077553541722,1,1,32.8,8.0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,9,0,1,0,0,0,0,0,1,0.6826642709977228,2.0081979977993214
192,25.0,2,2,50.0,10.0,3,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,12,0,0,0,0,0,1,0,0,0.6894131717737556,3.008615623320011
193,40.0,2,2,70.0,15.0,15,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,16,1,0,0,0,0,0,0,0,3.3893003714298606,6.688285274488929
194,41.3700359257583,2,2,75.0,15.0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,10,1,0,0,0,0,0,0,1,4.9350969855431455,5.534804225343358
195,20.0,1,2,40.0,10.0,7,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,19,1,0,0,0,0,0,0,0,5.107322866261219,8.069839452184215
196,45.0,3,1,57.0,10.0,3,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,9,0,0,0,1,0,0,0,0,0.6623810575283193,4.842609469882631
197,20.0,1,3,39.0,10.0,10,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,12,0,0,1,0,0,0,0,0,2.7714169499525703,6.911867120834008
198,51.0,2,1,64.0,13.0,16,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,18,0,0,0,0,0,1,0,0,11.902463799652375,15.755961581076997
199,21.192388155425117,2,1,37.0,8.0,9,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,10,0,0,0,0,0,1,0,0,11.5349973827299,15.526981204064793
200,20.5,1,3,50.0,15.0,5,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,10,0,0,1,0,0,0,0,0,1.0195601985120926,2.883938644781539
201,19.817627457812108,2,1,37.0,5.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0.7284614298915798,4.309070731105629
202,33.748690027577155,2,2,46.2,6.0,2,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,10.080850721033983,10.89475989791466
203,49.70988341440617,2,3,70.0,35.0,9,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,17,0,0,0,1,0,0,0,0,0.5974294578814959,3.2460608018205455
204,22.0,1,1,36.0,8.0,3,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,23,0,0,1,0,0,0,0,0,3.037124598896649,7.159810848772303
205,17.344714778287365,1,1,32.0,6.0,5,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,0,1.5165683575374262,1.5357702153239807
206,20.0,1,0,30.0,5.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,4.775884393537387,9.552473283298504
207,21.842958429046437,1,3,36.7,8.0,4,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,10,1,0,0,0,0,0,0,0,3.0216010674748057,3.7146791592409603
208,42.61993284463088,2,3,70.0,19.0,7,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,10,0,0,1,0,0,0,0,0,0.8464727950578592,2.918049258213334
209,17.0,1,1,31.5,7.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,1.1724280742775086,1.1919711086741167
210,40.88170664088596,2,2,61.0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,1,0,0,0,1,4.620387988737974,6.422326351172404
211,16.65867438620901,1,2,31.2,6.0,3,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0.5284341124647024,4.484727796689812
212,14.0,1,2,31.0,20.0,4,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,8,0,0,0,0,0,0,1,0,2.956603992545323,7.959233058440947
213,33.0,2,2,55.0,14.0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,20,0,0,0,1,0,0,0,0,2.3056750183255903,3.706837717707927
214,34.931948061977366,2,2,65.0,10.0,10,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,15,1,0,0,0,0,0,0,0,2.0329508081874446,6.629311030763218
215,40.0,3,1,60.0,10.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,9,0,0,1,0,0,0,0,1,0.3461852571391238,5.6292301871773915
216,24.0,1,2,40.0,12.0,18,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,21,0,0,1,0,0,0,0,0,2.38312922943867,8.455187755906266
217,45.0,2,2,60.0,10.0,11,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,19,1,0,0,0,0,0,0,0,5.512135001877972,7.483705452013688
218,31.02640754717736,3,0,50.0,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,0,1,11.254021203482521,14.085073821246414
219,28.0,2,3,52.0,14.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,1,0,0,0,0,0,0,0.8275636155559455,1.0711320265302455
220,27.508403857378145,1,2,50.0,10.0,6,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,9,1,0,0,0,0,0,0,0,1.70780815327838,3.116001279781693
221,25.0,1,2,52.0,17.0,10,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,25,1,0,0,0,0,0,0,0,0.4704870478647281,4.156640463215547
222,26.0,1,1,42.0,12.0,5,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,9,0,1,0,0,0,0,0,0,0.5395626180550102,1.6646398761699057
223,30.197825187264314,2,2,55.0,11.0,5,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,9,0,1,0,0,0,0,0,0,1.0684561180020173,1.9014155613453765
224,16.0,1,3,18.0,18.0,9,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,10,0,0,1,0,0,0,0,0,0.8033813248730355,6.768700103387643
225,30.0,2,2,56.0,10.0,5,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,10,0,0,0,1,0,0,0,0,0.9147888509983851,3.7210454997027806
226,18.0,1,1,30.0,6.5,3,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,2.0258597592226746,6.8130452354864595
227,45.0,2,2,80.0,16.0,7,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,19,0,0,1,0,0,0,0,0,0.8731730483195635,2.425915876981543
228,19.0,1,2,39.0,8.0,6,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,10,0,1,0,0,0,0,0,0,1.8528594536790437,2.1534780640006486
229,33.44886544143469,1,3,57.0,15.0,5,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,10,0,1,0,0,0,0,0,0,1.352316627477168,2.0451471370090317
230,18.0,1,2,42.0,13.0,6,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,9,0,1,0,0,0,0,0,0,0.6826642709977228,2.0081979977993214
231,37.21541730807647,2,2,50.0,12.0,7,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,20,0,0,0,1,0,0,0,0,2.1778583007445227,3.7042080954887804
232,25.0,1,2,37.0,5.0,7,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,9,1,0,0,0,0,0,0,0,3.152210634408368,6.437293556823865
233,42.873561556606106,2,2,63.9,12.0,8,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,15,0,1,0,0,0,0,0,0,1.3045121665491268,1.9364921752462116
234,18.0,1,2,33.0,7.0,5,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,9,0,0,1,0,0,0,0,0,0.44502001614728337,7.4391811087990565
235,20.739256363877544,2,1,54.0,10.0,5,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,10,0,0,0,0,0,1,0,0,11.454360144586378,15.43830291470972
236,18.0,1,2,48.0,14.0,9,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,25,0,0,0,0,0,1,0,0,1.3592446933677296,4.059406605645992
237,25.426593117955743,2,1,44.9,7.0,5,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0.7802185345753996,4.467134885080826
238,41.408451474606736,2,3,62.2,12.0,8,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,24,0,0,0,1,0,0,0,0,2.569911082008111,5.555920131510387
239,20.0,1,2,41.0,9.0,7,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,10,0,0,0,1,0,0,0,0,1.3830980133480262,4.061545299737901
240,30.736101052991003,2,1,48.0,9.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,0,0.8608246822065265,4.194034130341223
241,14.0,1,2,20.0,5.918045102261048,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,5,0,0,0,0,0,0,1,1,3.9900051563670678,8.261769323104131
242,18.486128557575444,1,1,33.7,9.0,2,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,14,0,0,0,1,0,0,0,0,4.607093939130642,6.45511218670003
243,25.0,1,1,35.0,10.0,2,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,9,0,0,0,0,0,0,1,0,3.505777411614037,8.37734292131349
244,18.0,1,2,36.0,12.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,1.2001907018436466,1.2056527553065335
245,30.27038542131387,3,3,62.0,14.0,7,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,22,1,0,0,0,0,0,0,0,3.8978121328801194,4.0734691898887
246,24.143619393762037,1,2,47.0,12.0,5,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,9,1,0,0,0,0,0,0,0,4.785969685130449,5.358599513076894
247,28.0,1,3,45.0,11.0,17,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,22,0,1,0,0,0,0,0,0,0.7662748536335835,1.9518277130435782
248,22.0,2,3,47.0,8.0,17,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,25,1,0,0,0,0,0,0,0,0.48855757564131874,5.146086160714456
249,14.0,1,1,31.0,9.0,10,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,18,1,0,0,0,0,0,0,0,5.512135001877972,7.483705452013688
250,38.798347176864254,2,3,58.0,12.0,8,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,26,0,1,0,0,0,0,0,0,0.5752200882872156,0.6502623243331352
251,33.8,2,1,56.0,10.0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,9,0,0,0,1,0,0,0,1,4.550931892773245,6.34094480359897
252,72.0,3,0,84.2,10.0,2,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,14,1,0,0,0,0,0,0,0,3.459776196016328,7.315361615534132
253,10.0,1,1,16.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,1,2.3404519045903402,3.761597069105539
254,36.86740549677183,1,3,57.0,15.0,5,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,6,0,1,0,0,0,0,0,0,0.5795710526676177,1.000302897141749
255,48.0,3,1,70.0,12.0,5,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,10,0,0,0,0,1,0,0,0,0.5636585392512297,5.128394331797081
256,17.0,4,2,100.0,80.0,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,18,0,0,0,1,0,0,0,0,1.8282448134837437,3.84706373873774
257,35.0,2,1,57.0,10.0,7,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,9,0,0,0,1,0,0,0,0,3.2405864551382537,5.525553046771461
258,38.0,2,2,53.0,8.0,2,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,5,0,0,1,0,0,0,0,0,3.4856532953021264,5.923380358023163
259,30.0,2,1,44.0,7.0,5,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,5,1,0,0,0,0,0,0,0,2.176848115677068,3.2293555870653807
260,22.086280011842216,2,2,50.0,15.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,1,0,0,0,0,0,1.9031211001781656,8.996210829481944
261,50.240991051894,2,2,70.0,10.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,1,0,0,0,0,0,3.4821931244118605,6.989396356637591
262,35.0,2,1,60.0,14.0,12,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,14,0,0,1,0,0,0,0,0,1.6024446763195064,5.8501350200278335
263,56.0,3,3,96.0,14.0,4,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0.7954681336185446,0.8663940719300957
264,10.542865732118575,1,2,32.6,12.928557113135708,14,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,19,1,0,0,0,0,0,0,0,5.113662067211485,8.037963885408642
265,35.0,1,3,50.0,6.0,9,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,9,1,0,0,0,0,0,0,0,2.6735126357512238,3.467003575907677
266,37.444654778370285,2,1,60.0,10.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,1,0,4.389969422397241,8.856401714399036
267,37.68274890924026,2,2,56.0,10.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,2.7689210631077117,2.773481109429117
268,38.0,3,1,70.0,9.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,1.2790092984540427,6.37201557541408
269,18.0,1,1,35.0,8.0,10,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,15,0,0,0,0,0,1,0,0,13.152068334198102,17.17454637949428
270,32.0,2,1,54.0,11.0,3,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,10,0,0,0,0,1,0,0,0,0.7453016095154683,3.963035964131375
271,46.344636031138904,3,2,78.0,29.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,0,0,0,0,1.9341452558844647,2.2825599793973432
272,40.0,2,3,83.6,20.0,5,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,9,0,1,0,0,0,0,0,0,1.0985173348568953,1.267971868639904
