Living_space;Num_of_rooms;Renovation;Price;Total_area;Kitchen_area;Floor;Appliances_1;Appliances_2;Appliances_3;Appliances_4;Appliances_5;Appliances_6;Appliances_7;Appliances_8;Appliances_9;Appliances_10;Balcony_1;Balcony_2;Furniture_1;Furniture_2;Furniture_3;Internet_tv_1;Internet_tv_2;Bathroom_1;Bathroom_2;Utilities_1;Room_type_1;Room_type_2;Studio;Floors_in_b;location;coord;district_1;district_2;district_3;district_4;district_5;district_6;district_7;district_8;district_9
35.0;2;1;20000;50.0;7.0;4;0;0;0;0;0;0;0;1;1;1;0;0;1;1;1;0;0;0;1;0;0;1;0;9;8, Бойничная улица, Калуга, Вахитовский район, Казань, Татарстан, Приволжский федеральный округ, 420043, Россия;(55.77874195, 49.147759510928516);0;1;0;0;0;0;0;0;0
;2;2;40000;78.0;17.0;2;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;0;0;9;Говиндас, 79, Чистопольская улица, Ново-Савиновский район, Казань, Татарстан, Приволжский федеральный округ, 421001, Россия;(55.8225778, 49.1532705);0;0;0;1;0;0;0;0;0
90.0;3;2;55000;112.0;22.0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;22;Малинка, 60, улица Сибгата Хакима, Ново-Савиновский район, Казань, Татарстан, Приволжский федеральный округ, 421001, Россия;(55.8156517, 49.1422866);0;0;0;1;0;0;0;0;0
;3;2;40000;92.0;14.0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;14, улица Гарифа Ахунова, Ферма-2, Приволжский район, Казань, Татарстан, Приволжский федеральный округ, 420011, Россия;(55.7295337, 49.17469830282184);0;0;1;0;0;0;0;0;0
37.0;2;3;55000;52.0;8.0;25;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;25;ЮК Салютем, 7, Щербаковский переулок, Старо-Татарская слобода, Вахитовский район, Казань, Татарстан, Приволжский федеральный округ, 420012, Россия;(55.785674, 49.130863);0;1;0;0;0;0;0;0;0
;1;2;23000;45.0;12.0;8;1;0;0;0;0;0;1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;9;Кузляр, 44А, улица Аделя Кутуя, Советский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420073, Россия;(55.786386, 49.174359);1;0;0;0;0;0;0;0;0
22.0;1;1;17000;49.0;15.0;8;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;10;Пятёрочка, 50, улица Лукина, Озёрный, Авиастроительный район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420098, Россия;(55.8684963, 49.096425);0;0;0;0;0;0;1;0;0
;1;2;22000;37.0;8.0;4;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;16;7, улица Мусина, Ново-Савиновский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420103, Россия;(55.81989455, 49.12040876003494);0;0;0;1;0;0;0;0;0
22.0;1;2;45000;49.0;16.0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;Фасоль, 61Д, Чистопольская улица, Ново-Савиновский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420126, Россия;(55.8199817, 49.1348331);0;0;0;1;0;0;0;0;0
38.0;2;2;40000;60.0;12.0;9;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;10;Идель лифт, 23, улица Марселя Салимжанова, Калуга, Вахитовский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420107, Россия;(55.7751505, 49.1364272);0;1;0;0;0;0;0;0;0
36.0;2;2;32999;52.0;8.0;10;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;25;34Б, Даурская улица, Танкодром, Советский район, Казань, Татарстан, Приволжский федеральный округ, 420087, Россия;(55.763723, 49.17199557360522);1;0;0;0;0;0;0;0;0
37.0;2;3;60000;70.0;12.0;1;0;1;0;1;1;0;1;1;1;1;0;0;1;1;1;1;1;1;0;0;1;0;0;5;5, улица Тельмана, Вахитовский район, Казань, Татарстан, Приволжский федеральный округ, 420008, Россия;(55.79819045, 49.12343790417867);0;1;0;0;0;0;0;0;0
;1;2;20000;33.0;6.0;1;0;1;1;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;0;0;5;13А, улица Халева, Приволжский район, Казань, Татарстан, Приволжский федеральный округ, 420059, Россия;(55.7663306, 49.15443515);0;0;1;0;0;0;0;0;0
;3;1;21000;80.0;14.0;17;0;1;0;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;1;0;0;19;9, улица Наиля Юсупова, Залесный, Кировский район, Казань, Татарстан, Приволжский федеральный округ, 420076, Россия;(55.854442250000005, 48.89951641284767);0;0;0;0;0;1;0;0;0
20.0;1;2;23000;48.9;12.0;3;0;1;0;1;0;0;0;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;9;34, улица Рихарда Зорге, Горки-1, Приволжский район, Казань, Татарстан, Приволжский федеральный округ, 420104, Россия;(55.754403550000006, 49.19346493261749);0;0;1;0;0;0;0;0;0
24.0;2;3;35000;50.0;8.0;2;0;1;1;1;0;0;1;1;1;1;0;0;1;1;1;1;1;1;0;0;1;0;0;6;Грузинские истории, 3, улица Пушкина, Старо-Татарская слобода, Вахитовский район, Казань, Татарстан, Приволжский федеральный округ, 420008, Россия;(55.7860972, 49.1200463);0;1;0;0;0;0;0;0;0
;2;3;35000;65.0;10.0;10;0;1;1;1;0;0;1;1;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;10;Пятёрочка, 7, улица Разведчика Ахмерова, Art City, Октябрьский городок, Советский район, Казань, Татарстан, Приволжский федеральный округ, 420061, Россия;(55.7962257, 49.1830096);1;0;0;0;0;0;0;0;0
;2;3;25000;65.0;10.0;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;11;Совкомбанк, 16, улица Восход, Московский район, Казань, Татарстан, Приволжский федеральный округ, 420039, Россия;(55.832411, 49.073891);0;0;0;0;1;0;0;0;0
;1;1;18000;39.0;8.0;3;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;9;Штамп, 2А, улица Восход, Московский район, Казань, Татарстан, Приволжский федеральный округ, 420102, Россия;(55.8263529, 49.0716738);0;0;0;0;1;0;0;0;0
22.0;1;1;16000;45.0;13.0;2;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;10;17, улица Академика Завойского, Азино-2, Советский район, Казань, Татарстан, Приволжский федеральный округ, 420141, Россия;(55.759925749999994, 49.23744320114466);1;0;0;0;0;0;0;0;0
34.0;1;3;31999;42.0;8.0;13;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;20;110Г, улица Павлюхина, Приволжский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420059, Россия;(55.767693449999996, 49.14368590810837);0;0;1;0;0;0;0;0;0
28.0;2;2;35500;50.2;11.0;9;0;1;0;1;0;0;1;1;1;1;0;1;1;1;1;1;1;1;0;0;1;0;0;10;62Г, улица Николая Ершова, Советский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420081, Россия;(55.79471135, 49.178937057121686);1;0;0;0;0;0;0;0;0
;1;2;20000;42.0;15.0;6;0;1;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;9;Брокерс, 33, улица Сибгата Хакима, Ново-Савиновский район, Казань, Татарстан, Приволжский федеральный округ, 420126, Россия;(55.8164276, 49.1363391);0;0;0;1;0;0;0;0;0
18.0;1;2;21000;34.0;7.0;8;0;1;1;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;16;Dima, 25, Чистопольская улица, Ново-Савиновский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420124, Россия;(55.8198034, 49.1191602);0;0;0;1;0;0;0;0;0
20.0;1;2;26000;35.0;7.0;3;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;5;66, улица Татарстан, Старо-Татарская слобода, Вахитовский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420021, Россия;(55.777827349999995, 49.10730957752692);0;1;0;0;0;0;0;0;0
35.0;1;1;28999;51.0;10.0;6;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10;КБ Ренессанс Кредит, 60, Чистопольская улица, Ново-Савиновский район, Казань, Татарстан, Приволжский федеральный округ, 420126, Россия;(55.8188126, 49.1346175);0;0;0;1;0;0;0;0;0
30.0;2;2;30000;66.0;16.0;9;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;1;0;0;1;0;0;9;2, Широкая улица, Адмиралтейская слобода, Кировский район, Казань, Татарстан, Приволжский федеральный округ, 420032, Россия;(55.8025983, 49.069991865800205);0;0;0;0;0;1;0;0;0
20.0;1;1;22000;45.0;18.0;6;0;1;0;1;0;0;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;18;62, улица Маршала Чуйкова, Молодёжно-жилищный комплекс, Савиново, Ново-Савиновский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420137, Россия;(55.8351476, 49.15204693891083);0;0;0;1;0;0;0;0;0
32.0;1;3;30000;55.0;23.0;4;0;1;1;1;1;0;0;1;1;1;1;0;1;1;1;0;0;1;0;0;0;0;0;10;улица Шуртыгина, Советский район, Казань, Татарстан, Приволжский федеральный округ, 420073, Россия;(55.7890485, 49.1759103);1;0;0;0;0;0;0;0;0
;1;2;20000;34.0;8.0;10;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;0;0;0;1;0;0;0;0;12;Арыш мае, 4Б, Тэцевская улица, Соцгород, Авиастроительный район, Казань, Татарстан, Приволжский федеральный округ, 420036, Россия;(55.8501282, 49.066143);0;0;0;0;0;0;1;0;0
;2;3;50000;51.0;8.0;3;0;1;1;1;1;0;0;1;1;1;0;1;1;1;1;1;1;0;0;0;0;1;0;17;Gamma, 57, улица Достоевского, Калуга, Вахитовский район, Казань, Татарстан, Приволжский федеральный округ, 420097, Россия;(55.7885646, 49.1522512);0;1;0;0;0;0;0;0;0
48.0;1;3;49999;85.0;;10;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;19;10, улица Азата Аббасова, ЖК Весна, Азино-1, Советский район, Казань, Татарстан, Приволжский федеральный округ, 420125, Россия;(55.7914047, 49.2473143);1;0;0;0;0;0;0;0;0
20.0;1;1;20000;38.0;9.0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;14;11, улица Татарстан, Старо-Татарская слобода, Вахитовский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420021, Россия;(55.7789932, 49.11188474303603);0;1;0;0;0;0;0;0;0
;1;2;14000;40.0;10.0;7;0;1;0;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;18;7, улица Тансык, Кировский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 422527, Россия;(55.86720305, 48.87785337759446);0;0;0;0;0;1;0;0;0
20.0;1;2;23000;38.0;10.0;11;0;1;0;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;19;Казань 420064, 1, улица Баки Урманче, Ферма-2, Приволжский район, Казань, Татарстан, Приволжский федеральный округ, 420010, Россия;(55.733411, 49.179258);0;0;1;0;0;0;0;0;0
55.0;2;1;36999;80.0;15.0;4;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;9;34, улица Зинина, Калуга, Вахитовский район, Казань, Татарстан, Приволжский федеральный округ, 420097, Россия;(55.7866307, 49.15430214844362);0;1;0;0;0;0;0;0;0
68.0;3;1;59999;105.0;22.0;10;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;16;8th Avenue, 36, Чистопольская улица, Ново-Савиновский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420103, Россия;(55.8176077, 49.1214073);0;0;0;1;0;0;0;0;0
;3;1;27000;60.0;6.0;3;0;1;0;1;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;1;0;5;15А, улица Карима Тинчурина, Ново-Татарская слобода, Вахитовский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420021, Россия;(55.77530325, 49.10999615);0;1;0;0;0;0;0;0;0
;1;1;23000;35.0;10.0;2;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;9;70, улица Мусина, Дружба, Ново-Савиновский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420094, Россия;(55.838400050000004, 49.12140237449951);0;0;0;1;0;0;0;0;0
;2;2;30000;55.0;15.0;18;0;1;0;1;0;0;1;1;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;25;Фасоль, 61Д, Чистопольская улица, Ново-Савиновский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420126, Россия;(55.8199817, 49.1348331);0;0;0;1;0;0;0;0;0
27.0;2;2;25000;40.0;5.0;6;0;1;0;0;0;0;1;1;1;1;0;0;1;1;1;1;1;1;0;0;1;0;0;12;улица Мусина, Дружба, Ново-Савиновский район, Казань, Татарстан, Приволжский федеральный округ, 420103, Россия;(55.8274784, 49.1210395);0;0;0;1;0;0;0;0;0
;2;3;48000;70.0;10.0;6;0;1;0;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;0;0;1;0;0;6;УК уют сервис, 5А, улица Сибгата Хакима, Ново-Савиновский район, Казань, Татарстан, Приволжский федеральный округ, 420066, Россия;(55.8164589, 49.1071974);0;0;0;1;0;0;0;0;0
39.0;2;1;21000;51.0;10.0;9;0;0;0;0;0;0;0;1;1;1;1;0;1;1;1;0;0;1;0;0;1;0;0;9;7, улица Кул Гали, Горки-2, Приволжский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420141, Россия;(55.753618, 49.226289249999994);0;0;1;0;0;0;0;0;0
;1;2;35000;45.0;10.0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;35, улица Сибгата Хакима, Ново-Савиновский район, Казань, Татарстан, Приволжский федеральный округ, 420126, Россия;(55.8165513, 49.13862066466128);0;0;0;1;0;0;0;0;0
;1;1;13000;43.0;12.0;13;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;18;Фармленд, 6, улица Наиля Юсупова, Залесный, Кировский район, Казань, Татарстан, Приволжский федеральный округ, 420076, Россия;(55.8566519, 48.8975037);0;0;0;0;0;1;0;0;0
25.0;1;2;17000;30.0;;8;0;1;1;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;1;10;Мечта, 9, улица Азата Аббасова, ЖК Весна, Азино-1, Советский район, Казань, Татарстан, Приволжский федеральный округ, 420125, Россия;(55.7926192, 49.2489041);1;0;0;0;0;0;0;0;0
;2;3;23000;42.0;10.0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;19;10 к3, улица Профессора Камая, Горки-1, Приволжский район, Казань, Татарстан, Приволжский федеральный округ, 420101, Россия;(55.748828700000004, 49.18320989155106);0;0;1;0;0;0;0;0;0
;1;1;24000;36.0;12.0;8;0;1;0;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;10;Магнит, 16, улица Академика Парина, Горки-1, Приволжский район, Казань, Татарстан, Приволжский федеральный округ, 420010, Россия;(55.7450732, 49.1852091);0;0;1;0;0;0;0;0;0
20.0;1;1;24999;40.0;;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;9;82, Чистопольская улица, Ново-Савиновский район, Казань, Татарстан, Приволжский федеральный округ, 421001, Россия;(55.81862525, 49.139568384551694);0;0;0;1;0;0;0;0;0
20.0;1;2;40000;55.0;20.0;15;0;1;0;1;1;0;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;0;0;25;ЮК Салютем, 7, Щербаковский переулок, Старо-Татарская слобода, Вахитовский район, Казань, Татарстан, Приволжский федеральный округ, 420012, Россия;(55.785674, 49.130863);0;1;0;0;0;0;0;0;0
;2;2;30000;55.0;13.0;2;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;1;0;9;Reina, 3, улица Адоратского, Ново-Савиновский район, Казань, Татарстан, Приволжский федеральный округ, 421001, Россия;(55.8224422, 49.1468914);0;0;0;1;0;0;0;0;0
40.0;2;2;35000;60.0;10.0;5;0;1;1;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;9;20, Агрономическая улица, Приволжский район, Казань, Татарстан, Приволжский федеральный округ, 420043, Россия;(55.77425265, 49.1480870787296);0;0;1;0;0;0;0;0;0
33.0;1;2;35999;56.0;6.0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;Персона+, 34, Товарищеская улица, Калуга, Вахитовский район, Казань, Татарстан, Приволжский федеральный округ, 420097, Россия;(55.785117, 49.153347);0;1;0;0;0;0;0;0;0
25.0;2;1;18000;45.0;8.0;4;0;1;0;0;0;0;1;1;0;1;0;1;0;1;1;0;0;1;0;0;1;0;0;9;Оксана, 4, 33-й Военный городок, Калининский, Приволжский район, Казань, Татарстан, Приволжский федеральный округ, 420046, Россия;(55.738136, 49.1563127);0;0;1;0;0;0;0;0;0
20.0;1;1;24999;37.0;10.0;4;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10;улица Достоевского, Калуга, Вахитовский район, Казань, Татарстан, Приволжский федеральный округ, 420097, Россия;(55.7872771, 49.1589513);0;1;0;0;0;0;0;0;0
45.0;2;3;28000;60.0;8.0;8;0;1;0;0;0;0;1;1;1;1;0;0;1;1;1;1;1;1;0;0;1;0;0;10;6, Волочаевская улица, Советский район, Казань, Татарстан, Приволжский федеральный округ, 420073, Россия;(55.7889228, 49.173525294252755);1;0;0;0;0;0;0;0;0
40.0;2;2;25000;70.0;15.0;2;0;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;2;Камская улица, Вознесенское, Советский район, Казань, Татарстан, Приволжский федеральный округ, 420125, Россия;(55.7704492, 49.27025);1;0;0;0;0;0;0;0;0
;1;2;35000;45.0;6.0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;Пятёрочка, 110В, улица Павлюхина, Воскресенский, Приволжский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420087, Россия;(55.767946, 49.1457315);0;0;1;0;0;0;0;0;0
32.0;2;3;30000;52.0;9.0;8;0;1;0;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;19;улица Николая Ершова, Вахитовский район, Казань, Татарстан, Приволжский федеральный округ, 420045, Россия;(55.7926726, 49.1517795);0;1;0;0;0;0;0;0;0
;2;1;20000;54.9;9.0;9;0;1;0;0;0;0;0;1;1;1;1;0;1;1;1;0;0;1;0;0;1;0;0;10;21, улица Чапаева, Сухая река, Авиастроительный район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420037, Россия;(55.86611745, 49.082715992182045);0;0;0;0;0;0;1;0;0
;3;2;35000;85.0;12.0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;9;Kiwi (ногтевая студия), 37, улица Сибгата Хакима, Ново-Савиновский район, Казань, Татарстан, Приволжский федеральный округ, 420126, Россия;(55.817365, 49.137098);0;0;0;1;0;0;0;0;0
14.0;1;1;20000;31.0;;8;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;1;20;107, улица Рауиса Гареева, Ферма-2, Приволжский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420011, Россия;(55.723939099999996, 49.17372689478873);0;0;1;0;0;0;0;0;0
20.0;1;2;23000;40.0;10.0;3;0;0;0;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;10;86А, улица Юлиуса Фучика, Азино-2, Советский район, Казань, Татарстан, Приволжский федеральный округ, 420141, Россия;(55.7613197, 49.238539700000004);1;0;0;0;0;0;0;0;0
;3;1;37000;90.0;11.0;7;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;1;0;0;1;0;0;16;Dima, 25, Чистопольская улица, Ново-Савиновский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420124, Россия;(55.8198034, 49.1191602);0;0;0;1;0;0;0;0;0
;3;3;37000;66.0;25.0;8;0;1;1;1;0;0;1;1;0;1;1;1;1;1;1;1;1;0;1;0;1;1;0;9;36, улица Юлиуса Фучика, Горки-2, Приволжский район, Казань, Татарстан, Приволжский федеральный округ, 420139, Россия;(55.745125, 49.22087077790353);0;0;1;0;0;0;0;0;0
;2;1;24000;45.0;13.0;3;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;0;1;1;0;0;1;0;0;5;4, улица Комарова, Танкодром, Советский район, Казань, Татарстан, Приволжский федеральный округ, 420087, Россия;(55.7580985, 49.17208864936744);1;0;0;0;0;0;0;0;0
;3;3;90000;110.0;15.0;9;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;0;22;Чистопольская улица, Ново-Савиновский район, Казань, Татарстан, Приволжский федеральный округ, 421001, Россия;(55.8195271, 49.151778);0;0;0;1;0;0;0;0;0
45.0;3;1;25000;66.0;8.0;7;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;0;0;1;0;0;1;0;0;10;87, улица Декабристов, Кизическая слобода, Московский район, Казань, Татарстан, Приволжский федеральный округ, 420034, Россия;(55.81861945, 49.08858216803195);0;0;0;0;1;0;0;0;0
27.0;1;2;27000;30.0;;3;0;0;0;1;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;10;4, 2-я Ленинградская улица, Соцгород, Авиастроительный район, Казань, Татарстан, Приволжский федеральный округ, 420127, Россия;(55.859490300000004, 49.086426027620846);0;0;0;0;0;0;1;0;0
;3;3;50000;90.0;15.0;9;0;1;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;1;0;0;19;9, улица Разведчика Ахмерова, Art City, Октябрьский городок, Советский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420061, Россия;(55.79727055, 49.18506233180467);1;0;0;0;0;0;0;0;0
;3;2;40000;105.0;25.0;2;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;0;0;1;0;1;0;0;5;5, улица Мидхата Булатова, 33-й Военный городок, Ферма-2, Приволжский район, Казань, Татарстан, Приволжский федеральный округ, 420046, Россия;(55.731757599999995, 49.169174993589834);0;0;1;0;0;0;0;0;0
19.0;1;2;19000;34.0;8.0;8;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;9;Росбанк, 16, улица Сафиуллина, Горки-2, Приволжский район, Казань, Татарстан, Приволжский федеральный округ, 420139, Россия;(55.7511022, 49.2215744);0;0;1;0;0;0;0;0;0
;1;2;23000;45.0;10.0;5;0;1;1;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;14;Магнит, 4, улица Адоратского, Ново-Савиновский район, Казань, Татарстан, Приволжский федеральный округ, 421001, Россия;(55.8233922, 49.1485695);0;0;0;1;0;0;0;0;0
18.0;1;1;23000;35.0;9.0;10;0;1;0;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;10;Hefe hof bar, 12, улица Азата Аббасова, ЖК Весна, Азино-1, Советский район, Казань, Татарстан, Приволжский федеральный округ, 420125, Россия;(55.7906992, 49.2492579);1;0;0;0;0;0;0;0;0
18.0;1;2;28000;42.0;12.0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;50, улица Сибгата Хакима, Ново-Савиновский район, Казань, Татарстан, Приволжский федеральный округ, 420126, Россия;(55.8154641, 49.136257145006105);0;0;0;1;0;0;0;0;0
10.0;2;1;15000;60.0;10.0;13;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;18;20, Зилантовская улица, Залесный, Кировский район, Казань, Татарстан, Приволжский федеральный округ, 422527, Россия;(55.86453795, 48.87209945);0;0;0;0;0;1;0;0;0
30.0;1;2;35000;50.0;18.0;12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;17;Gamma, 57, улица Достоевского, Калуга, Вахитовский район, Казань, Татарстан, Приволжский федеральный округ, 420097, Россия;(55.7885646, 49.1522512);0;1;0;0;0;0;0;0;0
45.0;2;2;32000;60.0;10.0;8;0;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;20;8, проезд Юнуса Ахметзянова, Art City, Октябрьский городок, Советский район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420061, Россия;(55.79772245, 49.185834829083255);1;0;0;0;0;0;0;0;0
;1;2;16000;40.0;6.0;6;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;6;Версаль, 16, улица Симонова, Соцгород, Авиастроительный район, городской округ Казань, Татарстан, Приволжский федеральный округ, 420037, Россия;(55.8665387, 49.084378);0;0;0;0;0;0;1;0;0
;1;2;23000;50.0;15.0;7;0;1;0;1;0;0;1;1;1;1;0;1;1;1;1;1;0;0;1;0;0;0;0;10;11, Окольная улица, Левченко, Московский район, Казань, Татарстан, Приволжский федеральный округ, 420095, Россия;(55.8307513, 49.05595869401259);0;0;0;0;1;0;0;0;0
35.0;2;1;25000;55.0;10.0;7;0;1;0;1;0;0;1;1;1;1;1;0;0;0;0;1;0;1;0;0;1;0;0;9;улица Хайдара Бигичева, Азино-1, Советский район, Казань, Татарстан, Приволжский федеральный округ, 420100, Россия;(55.7858252, 49.223636);1;0;0;0;0;0;0;0;0
19.0;1;1;17000;39.0;10.0;2;0;1;0;0;0;0;0;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;10;20, улица Ноксинский Спуск, Азино-2, Советский район, Казань, Татарстан, Приволжский федеральный округ, 420140, Россия;(55.7686444, 49.2410243);1;0;0;0;0;0;0;0;0
45.0;2;2;35000;60.0;11.0;10;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;1;0;1;0;1;0;0;17;улица Алексея Козина, Ново-Савиновский район, Казань, Татарстан, Приволжский федеральный округ, 420126, Россия;(55.8140361, 49.1343007);0;0;0;1;0;0;0;0;0
30.0;2;2;28000;52.0;13.0;17;0;1;0;0;0;0;1;1;1;1;0;0;1;1;1;1;1;1;0;0;1;0;0;24;улица Рауиса Гареева, Ферма-2, Приволжский район, Казань, Татарстан, Приволжский федеральный округ, 420011, Россия;(55.7309166, 49.1805917);0;0;1;0;0;0;0;0;0
80.0;3;3;99999;144.0;30.0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;5;59, улица Островского, Старо-Татарская слобода, Вахитовский район, Казань, Татарстан, Приволжский федеральный округ, 420107, Россия;(55.78484335, 49.12501661567731);0;1;0;0;0;0;0;0;0
20.0;1;2;25000;38.0;8.0;3;0;1;0;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;14;64, Чистопольская улица, Ново-Савиновский район, Казань, Татарстан, Приволжский федеральный округ, 420126, Россия;(55.81715695, 49.13514184287345);0;0;0;1;0;0;0;0;0
